objective_id,name,trigger,quest_log,quest_id,sparks,xp,flags
3013,Vanquish Undead with Physical Damage B (UC),mobKill,,,100,500,unity
3014,Vanquish Plantoids with Magic B (UC),mobKill,,,100,500,unity
3015,Total Successful Blacksmithing Syntheses B (UC),synthSuccess,,,100,500,unity
3017,Total Suc. Logging Attempts B (UC),helmSuccess,,,100,500,unity
3018,Unity Communique C (UC),unityChat,,,100,500,unity
3020,Vanquish Multiple Enemies C (UC),mobKill,,,100,500,unity
3021,Vanquish Vermin C (UC),mobKill,,,100,500,unity
3022,Vanquish Birds with Physical Damage C (UC),mobKill,,,100,500,unity
3023,Vanquish Lizards with Magic C (UC),mobKill,,,100,500,unity
3024,Total Successful Goldsmithing Syntheses C (UC),synthSuccess,,,100,500,unity
3026,Total Suc. Harvesting Attempts C (UC),helmSuccess,,,100,500,unity
3027,Unity Communique D (UC),unityChat,,,100,500,unity
3029,Vanquish Multiple Enemies D (UC),mobKill,,,100,500,unity
3030,Vanquish Beasts D (UC),mobKill,,,100,500,unity
3031,Vanquish Aquans with Physical Damage D (UC),mobKill,,,100,500,unity
3032,Vanquish Amorphs with Magic D (UC),mobKill,,,100,500,unity
3033,Total Successful Cloth Syntheses D (UC),synthSuccess,,,100,500,unity
3034,Total Successful Bone Syntheses D (UC),synthSuccess,,,100,500,unity
3035,Total Suc. Mining Attempts D (UC),helmSuccess,,,100,500,unity
3036,Unity Communique E (UC),unityChat,,,100,500,unity
3038,Vanquish Multiple Enemies E (UC),mobKill,,,100,500,unity
3039,Vanquish Plantoids E (UC),mobKill,,,100,500,unity
3040,Vanquish Arcana with Physical Damage E (UC),mobKill,,,100,500,unity
3041,Vanquish Undead with Magic E (UC),mobKill,,,100,500,unity
3042,Total Successful Cooking Syntheses E (UC),synthSuccess,,,100,500,unity
3044,Total Suc. Logging Attempts E (UC),helmSuccess,,,100,500,unity
3045,Unity Communique F (UC),unityChat,,,100,500,unity
3046,Level Sync to Vanquish Enemies F (UC),mobKill,,,100,500,unity
3047,Vanquish Multiple Enemies F (UC),mobKill,,,100,500,unity
3048,Vanquish Lizards F (UC),mobKill,,,100,500,unity
3049,Vanquish Vermin with Physical Damage F (UC),mobKill,,,100,500,unity
3050,Vanquish Birds with Magic F (UC),mobKill,,,100,500,unity
3051,Total Successful Alchemy Syntheses F (UC),synthSuccess,,,100,500,unity
3053,Total Suc. Harvesting Attempts F (UC),helmSuccess,,,100,500,unity
3488,Club Weapon Skills (UC),wSkillUse,,,100,500,unity
3489,Conflict: Rala Waterways (UC),mobKill,,,100,500,unity
3490,Vanquish Rabbits (UC),mobKill,,,100,500,unity
3491,Subjugation: Rambukk (UC),mobKill,,,100,500,unity
3492,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3493,Spoils - Bat Fangs (UC),itemLooted,,,100,500,unity
3494,Conflict: La Theine Plateau (UC),mobKill,,,100,500,unity
3495,Vanquish Bats (UC),mobKill,,,100,500,unity
3496,Subjugation: Tumbling Truffle (UC),mobKill,,,100,500,unity
3498,Staff Weapon Skills (UC),wSkillUse,,,100,500,unity
3499,Conflict: Eldieme Necropolis (UC),mobKill,,,100,500,unity
3500,Vanquish Treants (UC),mobKill,,,100,500,unity
3501,Subjugation: Duke Decapod (UC),mobKill,,,100,500,unity
3502,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3503,Spoils - Bomb Ash (UC),itemLooted,,,100,500,unity
3504,Conflict: Davoi (UC),mobKill,,,100,500,unity
3505,Vanquish Bombs (UC),mobKill,,,100,500,unity
3506,Subjugation: Poisonhand Gnadgad (UC),mobKill,,,100,500,unity
3507,Magic Bursts (UC),magicBurst,,,100,500,unity
3508,Great Katana Weapon Skills (UC),wSkillUse,,,100,500,unity
3509,Conflict: North Gustaberg (UC),mobKill,,,100,500,unity
3510,Vanquish Worms (UC),mobKill,,,100,500,unity
3511,Subjugation: Stinging Sophie (UC),mobKill,,,100,500,unity
3512,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3513,Spoils - Cockatrice Meat (UC),itemLooted,,,100,500,unity
3514,Conflict: Yahse Hunting Grounds (UC),mobKill,,,100,500,unity
3515,Vanquish Cockatrices (UC),mobKill,,,100,500,unity
3516,Subjugation: Tococo (UC),mobKill,,,100,500,unity
3518,Archery Weapon Skills (UC),wSkillUse,,,100,500,unity
3519,Conflict: Crawlers' Nest (UC),mobKill,,,100,500,unity
3520,Vanquish Lizards (UC),mobKill,,,100,500,unity
3521,Subjugation: Aqrabuamelu (UC),mobKill,,,100,500,unity
3522,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3523,Spoils - Land Crab Meat (UC),itemLooted,,,100,500,unity
3524,Conflict: Beadeaux (UC),mobKill,,,100,500,unity
3525,Vanquish Crabs (UC),mobKill,,,100,500,unity
3526,Subjugation: Ge'Dha Evileye (UC),mobKill,,,100,500,unity
3527,Magic Bursts (UC),magicBurst,,,100,500,unity
3528,Axe Weapon Skills (UC),wSkillUse,,,100,500,unity
3529,Conflict: South Gustaberg (UC),mobKill,,,100,500,unity
3530,Vanquish Sea Monks (UC),mobKill,,,100,500,unity
3531,Subjugation: Leaping Lizzy (UC),mobKill,,,100,500,unity
3532,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3533,Spoils - Sleepshroom (UC),itemLooted,,,100,500,unity
3534,Conflict: Pashhow Marshlands (UC),mobKill,,,100,500,unity
3535,Vanquish Funguars (UC),mobKill,,,100,500,unity
3536,Subjugation: Bloodpool Vorax (UC),mobKill,,,100,500,unity
3538,Great Axe Weapon Skills (UC),wSkillUse,,,100,500,unity
3539,Conflict: Ceizak Battlegrounds (UC),mobKill,,,100,500,unity
3540,Vanquish Flies (UC),mobKill,,,100,500,unity
3541,Subjugation: Be'Hya Hundredwall (UC),mobKill,,,100,500,unity
3542,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3543,Spoils - Raptor Skin (UC),itemLooted,,,100,500,unity
3544,Conflict: Beaucedine Glacier (UC),mobKill,,,100,500,unity
3545,Vanquish Raptors (UC),mobKill,,,100,500,unity
3546,Subjugation: Gargantua (UC),mobKill,,,100,500,unity
3547,Magic Bursts (UC),magicBurst,,,100,500,unity
3548,Club Weapon Skills (UC),wSkillUse,,,100,500,unity
3549,Conflict: West Sarutabaruta (UC),mobKill,,,100,500,unity
3550,Vanquish Bees (UC),mobKill,,,100,500,unity
3551,Subjugation: Tom Tit Tat (UC),mobKill,,,100,500,unity
3552,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3553,Spoils - Silk Thread (UC),itemLooted,,,100,500,unity
3554,Conflict: Buburimu Peninsula (UC),mobKill,,,100,500,unity
3555,Vanquish Crawlers (UC),mobKill,,,100,500,unity
3556,Subjugation: Buburimboo (UC),mobKill,,,100,500,unity
3558,Staff Weapon Skills (UC),wSkillUse,,,100,500,unity
3559,Conflict: Castle Oztroja (UC),mobKill,,,100,500,unity
3560,Vanquish Ghosts (UC),mobKill,,,100,500,unity
3561,Subjugation: Mee Deggi the Punisher (UC),mobKill,,,100,500,unity
3562,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3563,Spoils - Saruta Cotton (UC),itemLooted,,,100,500,unity
3564,Conflict: Foret de Hennetiel (UC),mobKill,,,100,500,unity
3565,Vanquish Mandragoras (UC),mobKill,,,100,500,unity
3566,Subjugation: Juu Duzu the Whirlwind (UC),mobKill,,,100,500,unity
3567,Magic Bursts (UC),magicBurst,,,100,500,unity
3568,Hand-to-Hand Weapon Skills (UC),wSkillUse,,,100,500,unity
3569,Conflict: Yorcia Weald (UC),mobKill,,,100,500,unity
3570,Vanquish Leeches (UC),mobKill,,,100,500,unity
3571,Subjugation: Canal Moocher (UC),mobKill,,,100,500,unity
3572,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3573,Spoils - Spider Web (UC),itemLooted,,,100,500,unity
3574,Conflict: Rolanberry Fields (UC),mobKill,,,100,500,unity
3575,Vanquish Spiders (UC),mobKill,,,100,500,unity
3576,Subjugation: Eldritch Edge (UC),mobKill,,,100,500,unity
3578,Great Sword Weapon Skills (UC),wSkillUse,,,100,500,unity
3579,Conflict: Meriphataud Mountains (UC),mobKill,,,100,500,unity
3580,Vanquish Wyverns (UC),mobKill,,,100,500,unity
3581,Subjugation: Patripatan (UC),mobKill,,,100,500,unity
3582,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3583,Spoils - Hecteyes Eye (UC),itemLooted,,,100,500,unity
3584,Conflict: Sauromugue Champaign (UC),mobKill,,,100,500,unity
3585,Vanquish Hecteyes (UC),mobKill,,,100,500,unity
3586,Subjugation: Bashe (UC),mobKill,,,100,500,unity
3587,Magic Bursts (UC),magicBurst,,,100,500,unity
3588,Dagger Weapon Skills (UC),wSkillUse,,,100,500,unity
3589,Conflict: Sanctuary of Zi'Tah (UC),mobKill,,,100,500,unity
3590,Vanquish Hounds (UC),mobKill,,,100,500,unity
3591,Subjugation: Bastet (UC),mobKill,,,100,500,unity
3592,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3593,Spoils - Doll Shard (UC),itemLooted,,,100,500,unity
3594,Conflict: Morimar Basalt Fields (UC),mobKill,,,100,500,unity
3595,Vanquish Dolls (UC),mobKill,,,100,500,unity
3596,Subjugation: Nocuous Weapon (UC),mobKill,,,100,500,unity
3598,Marksmanship Weapon Skills (UC),wSkillUse,,,100,500,unity
3599,Conflict: Boyahda Tree (UC),mobKill,,,100,500,unity
3600,Vanquish Slimes (UC),mobKill,,,100,500,unity
3601,Subjugation: Aquarius (UC),mobKill,,,100,500,unity
3602,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3603,Spoils - Bird Egg (UC),itemLooted,,,100,500,unity
3604,Conflict: Western Altepa Desert (UC),mobKill,,,100,500,unity
3605,Vanquish Crow-Type Birds (UC),mobKill,,,100,500,unity
3606,Subjugation: Cactuar Cantautor (UC),mobKill,,,100,500,unity
3607,Magic Bursts (UC),magicBurst,,,100,500,unity
3608,Dagger Weapon Skills (UC),wSkillUse,,,100,500,unity
3609,Conflict: Yuhtunga Jungle (UC),mobKill,,,100,500,unity
3610,Vanquish Sheep (UC),mobKill,,,100,500,unity
3611,Subjugation: Mischievous Micholas (UC),mobKill,,,100,500,unity
3612,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3613,Spoils - Scorpion Claw (UC),itemLooted,,,100,500,unity
3614,Conflict: East Sarutabaruta (UC),mobKill,,,100,500,unity
3615,Vanquish Scorpions (UC),mobKill,,,100,500,unity
3616,Subjugation: Sharp-Eared Ropipi (UC),mobKill,,,100,500,unity
3618,Archery Weapon Skills (UC),wSkillUse,,,100,500,unity
3619,Conflict: Marjami Ravine (UC),mobKill,,,100,500,unity
3620,Vanquish Opo-Opos (UC),mobKill,,,100,500,unity
3621,Subjugation: Ah Puch (UC),mobKill,,,100,500,unity
3622,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3623,Spoils - Black Tiger Fang (UC),itemLooted,,,100,500,unity
3624,Conflict: Sea Serpent Grotto (UC),mobKill,,,100,500,unity
3625,Vanquish Tigers (UC),mobKill,,,100,500,unity
3626,Subjugation: Fyuu the Seabellow (UC),mobKill,,,100,500,unity
3627,Magic Bursts (UC),magicBurst,,,100,500,unity
3628,Club Weapon Skills (UC),wSkillUse,,,100,500,unity
3629,Conflict: Bhaflau Thickets (UC),mobKill,,,100,500,unity
3630,Vanquish Evil Weapons (UC),mobKill,,,100,500,unity
3631,Subjugation: Emergent Elm (UC),mobKill,,,100,500,unity
3632,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3633,Spoils - Puk Wing (UC),itemLooted,,,100,500,unity
3634,Conflict: West Ronfaure (UC),mobKill,,,100,500,unity
3635,Vanquish Puks (UC),mobKill,,,100,500,unity
3636,Subjugation: Fungus Beetle (UC),mobKill,,,100,500,unity
3638,Staff Weapon Skills (UC),wSkillUse,,,100,500,unity
3639,Conflict: Wajaom Woodlands (UC),mobKill,,,100,500,unity
3640,Vanquish Elementals (UC),mobKill,,,100,500,unity
3641,Subjugation: Jaded Jody (UC),mobKill,,,100,500,unity
3642,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3643,Spoils - Dhalmel Meat (UC),itemLooted,,,100,500,unity
3644,Conflict: Kamihr Drifts (UC),mobKill,,,100,500,unity
3645,Vanquish Dhalmel (UC),mobKill,,,100,500,unity
3646,Subjugation: Trembler Tabitha (UC),mobKill,,,100,500,unity
3647,Magic Bursts (UC),magicBurst,,,100,500,unity
3648,Polearm Weapon Skills (UC),wSkillUse,,,100,500,unity
3649,Conflict: Cirdas Caverns (UC),mobKill,,,100,500,unity
3650,Vanquish Pugils (UC),mobKill,,,100,500,unity
3651,Subjugation: Hovering Hotpot (UC),mobKill,,,100,500,unity
3652,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3653,Spoils - Beetle Shell (UC),itemLooted,,,100,500,unity
3654,Conflict: East Ronfaure (UC),mobKill,,,100,500,unity
3655,Vanquish Beetles (UC),mobKill,,,100,500,unity
3656,Subjugation: Bigmouth Billy (UC),mobKill,,,100,500,unity
3658,Sword Weapon Skills (UC),wSkillUse,,,100,500,unity
3659,Conflict: Xarcabard (UC),mobKill,,,100,500,unity
3660,Vanquish Goobbues (UC),mobKill,,,100,500,unity
3661,Subjugation: Barbaric Weapon (UC),mobKill,,,100,500,unity
3662,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3663,Spoils - Bone Chip (UC),itemLooted,,,100,500,unity
3664,Conflict: Woh Gates (UC),mobKill,,,100,500,unity
3665,Vanquish Skeletons (UC),mobKill,,,100,500,unity
3666,Subjugation: Hyakume (UC),mobKill,,,100,500,unity
3667,Magic Bursts (UC),magicBurst,,,100,500,unity
3668,Club Weapon Skills (UC),wSkillUse,,,100,500,unity
3669,Conflict: Giddeus (UC),mobKill,,,100,500,unity
3670,Vanquish Efts (UC),mobKill,,,100,500,unity
3671,Subjugation: Herbage Hunter (UC),mobKill,,,100,500,unity
3672,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3673,Spoils - Rotten Meat (UC),itemLooted,,,100,500,unity
3674,Conflict: Moh Gates (UC),mobKill,,,100,500,unity
3675,Vanquish Antica (UC),mobKill,,,100,500,unity
3676,Subjugation: Antican Praefectus (UC),mobKill,,,100,500,unity
3678,Staff Weapon Skills (UC),wSkillUse,,,100,500,unity
3679,Conflict: Toraimarai Canal (UC),mobKill,,,100,500,unity
3680,Vanquish Coeurls (UC),mobKill,,,100,500,unity
3681,Subjugation: Ose (UC),mobKill,,,100,500,unity
3682,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3683,Spoils - Dullahan Armor (UC),itemLooted,,,100,500,unity
3684,Conflict: Outer Ra'Kaznar (UC),mobKill,,,100,500,unity
3685,Vanquish Dullahan (UC),mobKill,,,100,500,unity
3686,Subjugation: Capricious Cassie (UC),mobKill,,,100,500,unity
3687,Magic Bursts (UC),magicBurst,,,100,500,unity
3688,Club Weapon Skills (UC),wSkillUse,,,100,500,unity
3689,Conflict: Sih Gates (UC),mobKill,,,100,500,unity
3691,Subjugation: Intulo (UC),mobKill,,,100,500,unity
3692,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3693,Spoils - Demon Horn (UC),itemLooted,,,100,500,unity
3694,Conflict: Konschtat Highlands (UC),mobKill,,,100,500,unity
3695,Vanquish Demons (UC),mobKill,,,100,500,unity
3696,Subjugation: Marquis Naberius (UC),mobKill,,,100,500,unity
3698,Staff Weapon Skills (UC),wSkillUse,,,100,500,unity
3699,Conflict: Dho Gates (UC),mobKill,,,100,500,unity
3700,Vanquish Velkk (UC),mobKill,,,100,500,unity
3701,Subjugation: Dune Widow (UC),mobKill,,,100,500,unity
3702,Heal Unity Allies (UC),healUnityAlly,,,100,500,unity
3703,Spoils - Twitherym Wing (UC),itemLooted,,,100,500,unity
3704,Conflict: Qufim Island (UC),mobKill,,,100,500,unity
3705,Vanquish Twitherym (UC),mobKill,,,100,500,unity
3706,Subjugation: Atkorkamuy (UC),mobKill,,,100,500,unity
3707,Magic Bursts (UC),magicBurst,,,100,500,unity
3367,"Signet, brb (W)",,,,50,1115,weekly
4082,Vanquish Multiple Enemies (D),mobKill,,,100,500,daily
4083,Buff Allies (D),buffAlly,,,300,1500,daily
4084,Heal for 500+ HP (D),healAlly,,,300,1500,daily
4008,Vanquish Aquans,mobKill,,,300,1500,timed|repeat
4009,Vanquish Beasts,mobKill,,,300,1500,timed|repeat
4010,Vanquish Plantoids,mobKill,,,300,1500,timed|repeat
4011,Vanquish Lizards,mobKill,,,300,1500,timed|repeat
4012,Vanquish Vermin,mobKill,,,300,1500,timed|repeat
4013,Gain Experience,expGain,,,300,1500,timed|repeat
4014,Spoils (Seals),itemLooted,,,300,1500,timed|repeat
4015,Vanquish Birds,mobKill,,,300,1500,timed|repeat
4016,Vanquish Amorphs,mobKill,,,300,1500,timed|repeat
4017,Vanquish Undead,mobKill,,,300,1500,timed|repeat
4018,Vanquish Arcana,mobKill,,,300,1500,timed|repeat
4019,Crack Treasure Caskets (Triggered from caskets.lua),,,,300,1500,timed|repeat
4020,Physical Damage Kills,mobKill,,,300,1500,timed|repeat
4021,Magic Damage Kills,mobKill,,,300,1500,timed|repeat
4085,10 RoE Objectives Complete (All for One requirement),,,,0,0,hidden
